name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category,id
Miracle on Seventh Street - Pop-Up,38.91515,-77.02171,False,20001,"Washington, DC",DC,$$,3.5,https://www.yelp.com/biz/miracle-on-seventh-street-pop-up-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,86,[],bars,iNHFdmD_in7BOxoPxe7OxA
Cafe Deluxe,38.905695,-77.04925,False,20037,"Washington, DC",DC,$$,3.0,https://www.yelp.com/biz/cafe-deluxe-washington-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,259,[],"newamerican,tradamerican",U9R_sUE9P8EZO9Yx54VlmQ
Blue Duck Tavern,38.9055917636612,-77.0511932944776,False,20037,"Washington, DC",DC,$$$,4.0,https://www.yelp.com/biz/blue-duck-tavern-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2124,[],"newamerican,breakfast_brunch,cocktailbars",zeTqaVpvssznHt_1IxChXQ
Medium Rare,38.935770888042,-77.058927310067,False,20008,"Washington, DC",DC,$$,4.0,https://www.yelp.com/biz/medium-rare-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,815,[],"steak,newamerican,desserts",IzT4n5qDMzF6fJ33-wwdDw
The Caucus Room Brasserie,38.904834,-77.05094,False,20037,"Washington, DC",DC,$$,3.0,https://www.yelp.com/biz/the-caucus-room-brasserie-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,25,[],"steak,brasseries",rSv8c2N-ZukdbVgP6rtuDg
Bar-Cöde,38.903817778804,-77.0380150158691,False,20036,"Washington, DC",DC,$$,3.5,https://www.yelp.com/biz/bar-c%C3%B6de-washington-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,659,"['pickup', 'delivery']","newamerican,pizza",rVnaVHaucuLk9hDG7EKTVA
Looking Glass Lounge,38.935187,-77.024495,False,20010,"Washington, DC",DC,$$,4.0,https://www.yelp.com/biz/looking-glass-lounge-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,206,[],lounges,wtc_pn0bIlAHvuWJTA9fcA
Indique,38.93602,-77.05908,False,20008,"Washington, DC",DC,$$,4.0,https://www.yelp.com/biz/indique-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,516,['pickup'],"indpak,bars,desserts",0Oy1XKhZIpRGXmDsQ7Noqw
Chaplin's,38.909798,-77.023651,False,20001,"Washington, DC",DC,$$,4.0,https://www.yelp.com/biz/chaplins-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,791,['restaurant_reservation'],"cocktailbars,ramen",6dzlGp9EtHAIHHB8oVyGhw
Tortino Restaurant,38.9064963428348,-77.027224703041,False,20001,"Washington, DC",DC,$$,4.0,https://www.yelp.com/biz/tortino-restaurant-washington?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,632,['pickup'],italian,DBzIfEeZ9yKLF6n851DQsA
