name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category,id
Amrheins,42.34191,-71.05522,False,02127,Boston,MA,$$,3.5,https://www.yelp.com/biz/amrheins-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,415,[],"newamerican,bars",loRoCo53b30zgHZ_mIMatQ
Nebo Cucina & Enoteca,42.3538387463177,-71.0529921895493,False,02210,Boston,MA,$$$,3.5,https://www.yelp.com/biz/nebo-cucina-and-enoteca-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,339,[],"italian,gluten_free,pizza",UHSgwkHN_4IxeHa3pcb5Pg
Durgin-Park Restaurant,42.3602285,-71.0547722,False,02109,Boston,MA,$$,3.0,https://www.yelp.com/biz/durgin-park-restaurant-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,527,[],"seafood,steak,bars",OkWWg21Tln2nd7wBgURtJQ
Bostonia Public House,42.359213,-71.054296,False,02109,Boston,MA,$$,4.0,https://www.yelp.com/biz/bostonia-public-house-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1043,[],"newamerican,musicvenues,cocktailbars",xZ22_0eJOgaiKqIhoSHrPw
Moulton's Seafood Restaurant,42.4164188,-71.1186594,False,02155,Medford,MA,$$,4.0,https://www.yelp.com/biz/moultons-seafood-restaurant-medford?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,117,[],seafood,ttbt7fmqbU4YdT1jPXiBwg
Bacco,42.3641777038574,-71.0553817749023,False,02113,Boston,MA,$$,3.5,https://www.yelp.com/biz/bacco-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,298,[],"italian,wine_bars,southern",vQNe7TD_QDpGtGbkaAqi8Q
Ristorante Euno,42.3644332885742,-71.0553512573242,False,02113,Boston,MA,$$$,4.0,https://www.yelp.com/biz/ristorante-euno-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,224,[],"italian,mediterranean,pastashops",Mgkv-Kr_tcANDPYnV4PqQw
Benevento's,42.3642807006836,-71.0553588867188,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/beneventos-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,395,[],"italian,pizza",ndO6w5EoVZI1-e_Adl-ltw
La Galleria 33,42.3646531999111,-71.0554544627666,False,02113,Boston,MA,$$,3.5,https://www.yelp.com/biz/la-galleria-33-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,327,[],italian,wVHoVfbaIPvlP1sCzOuaZg
Al Dente Restaurant,42.36422,-71.05536,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/al-dente-restaurant-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,954,"['delivery', 'pickup']","italian,bakeries",pOEHpNa4B6oesmr5ltiv8A
