yelp_id,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station
5IJOnEfVvGUE8Gci5BZXYQ,7.0,3.0,16.0,9.0,2.0,20.0,6.0,1.0,14.0,1.0,1.0,10.0,,,,,
5JSRwc90j0V226stp1zWDA,18.0,10.0,5.0,24.0,4.0,8.0,7.0,,9.0,4.0,4.0,15.0,,,1.0,,
5MU7ibWRaGgofqip9x8u5g,7.0,2.0,8.0,18.0,2.0,8.0,13.0,,2.0,1.0,,,8.0,,,,
5Nl2NM8VV93O-JNdAt_t9g,5.0,4.0,1.0,50.0,2.0,15.0,4.0,,15.0,,,4.0,5.0,,1.0,,
5OvGJ3qO6VnFtaaa3y62Wg,7.0,,1.0,3.0,,4.0,2.0,2.0,2.0,1.0,,3.0,2.0,,1.0,,
5PBfyJ_hxSKyuGN82x93oA,6.0,,2.0,5.0,,13.0,1.0,1.0,3.0,,1.0,4.0,,,,,
5V7zNZ9IdSUCYrZRXAg2hA,19.0,11.0,26.0,13.0,,24.0,10.0,3.0,11.0,2.0,3.0,5.0,1.0,,1.0,,
5W-9Iq_q3VXsB0nkA0TVrQ,3.0,,2.0,9.0,,10.0,2.0,3.0,2.0,,,11.0,,,,,
5YGs8fx79J9IZe99j0Oleg,5.0,,1.0,3.0,,8.0,1.0,1.0,8.0,,,14.0,,,,,
5aFerE8xGs7f6NaSRkx3xA,6.0,,18.0,18.0,,10.0,9.0,4.0,4.0,,,2.0,4.0,,1.0,,
5dd7D6C3dKtpxzgsR5R1uA,19.0,23.0,9.0,12.0,3.0,22.0,16.0,2.0,6.0,3.0,,6.0,6.0,,,,
5e8kDABLM7Q7SkaklGjnRg,3.0,1.0,5.0,13.0,,11.0,3.0,1.0,6.0,,,4.0,1.0,,,,
5fEK6MOnDWoLgctbKC5bYA,7.0,4.0,4.0,28.0,1.0,15.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,,,,
5fFVsWFeGUdl3_i9O6vYvg,9.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,,,1.0,,,,,
5hSEDBkSabGSfZRgiePPKQ,15.0,2.0,13.0,16.0,2.0,12.0,12.0,,7.0,,3.0,20.0,1.0,,,,
5h_rNj8BNkyKdmqI_eNb8g,6.0,1.0,2.0,10.0,1.0,10.0,2.0,,4.0,,,5.0,1.0,,1.0,,
5k2E3fxpRhP0YkJGvN4FHw,29.0,17.0,35.0,58.0,5.0,27.0,31.0,,27.0,5.0,1.0,13.0,11.0,,,,
5k6IfNgiXpyl5L4RbN8KbQ,4.0,,3.0,4.0,,1.0,3.0,3.0,2.0,,,4.0,2.0,,1.0,,
5kZzwtsJwQCmX76wAj_UCA,13.0,7.0,3.0,31.0,,6.0,2.0,2.0,5.0,,,8.0,2.0,,2.0,,
5kfcCQympRu6-BI99XiCCQ,8.0,2.0,7.0,14.0,3.0,11.0,2.0,3.0,3.0,,1.0,6.0,,,,,
5lfF3MiPKTSuJW8wqB0_xw,10.0,2.0,2.0,17.0,,11.0,4.0,1.0,2.0,,,2.0,4.0,,1.0,,
5oBl4waF3RT2b218OFTL4A,2.0,,,5.0,1.0,7.0,1.0,,,,,5.0,,,1.0,,
5qH3NOgZ9b3MqaTQWwYyQQ,8.0,2.0,7.0,21.0,,,9.0,,6.0,2.0,,2.0,8.0,,,,
5qto0nzl7RevC-_wkh9AZQ,4.0,,2.0,9.0,1.0,4.0,4.0,1.0,,,,2.0,5.0,,,,
5rrh1NndJ8u9VjiL0V6Qew,,,,,,,1.0,,1.0,,,5.0,,,,,
6-aVnwKSx7h7l9Q7__u_AQ,5.0,2.0,6.0,6.0,,2.0,14.0,1.0,4.0,,,1.0,3.0,,1.0,,
6-cwH6mdCxjA03tzasjwDg,12.0,6.0,,11.0,,6.0,2.0,2.0,3.0,,,3.0,1.0,,2.0,,
61E2HsKnfB67CIyH30aNRQ,4.0,1.0,,5.0,,10.0,2.0,,1.0,,,6.0,,,,,
62EO_nGq-N3dOcGswP6j5g,9.0,6.0,10.0,20.0,,13.0,9.0,2.0,1.0,,,4.0,5.0,,,,
62OPX6YwItplJjNe-ZcyQg,7.0,2.0,4.0,28.0,,6.0,6.0,,9.0,,,8.0,2.0,,2.0,,
64YRQYHXwcv1dI-x_F6yaA,5.0,2.0,2.0,8.0,,4.0,5.0,,1.0,,,3.0,3.0,,,,
6DcNKUj2rckcgtxV6BcYFQ,24.0,13.0,22.0,53.0,3.0,18.0,24.0,1.0,22.0,2.0,2.0,15.0,4.0,,,,
6DluumnAgnT-kPGlapCftg,4.0,,2.0,2.0,,8.0,3.0,1.0,3.0,,,6.0,,,,,
6DsIr0MqN8jkTAOiOgJjsw,6.0,2.0,7.0,15.0,,10.0,9.0,,2.0,1.0,,1.0,7.0,,1.0,,
6EWoGVIKj74jQaKHEBFtwg,1.0,,2.0,,,3.0,,,1.0,,,,,,,,
6GxYj0fSuj0-zGbC1qAziA,12.0,2.0,3.0,20.0,1.0,26.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,,,,
6JpTpDxnsAt8vMfPyQPFDw,13.0,10.0,10.0,17.0,1.0,14.0,13.0,,9.0,2.0,,1.0,5.0,,1.0,,
6KeH2K-V6h0XoSOlL3J9AA,5.0,1.0,3.0,11.0,2.0,9.0,1.0,3.0,,,,4.0,,,,,
6McfU3w0Vg2Nny4LaCgQbg,4.0,2.0,1.0,17.0,2.0,8.0,4.0,,5.0,,,9.0,,,1.0,,
6QVau0zTlfJodbe3reJBEw,10.0,7.0,3.0,20.0,1.0,6.0,3.0,2.0,4.0,,1.0,,4.0,,2.0,,
6WL4aV41nw7HMEdAQOjdhg,21.0,22.0,10.0,53.0,4.0,23.0,10.0,,10.0,2.0,,12.0,3.0,,1.0,,
6XH2oIX-7WJvsZ6727pQmg,15.0,4.0,3.0,12.0,2.0,,3.0,1.0,,,,1.0,3.0,,1.0,,
6ZyM0DRQrnpy7XVEPf85Hw,11.0,1.0,2.0,8.0,1.0,10.0,2.0,2.0,,,,1.0,1.0,,1.0,,
6cmmpzzqbrTP12SyfPYc8Q,16.0,14.0,6.0,44.0,2.0,26.0,8.0,,11.0,2.0,4.0,15.0,,,2.0,,
6hlWfkct6T8wGdKSnbY2lw,28.0,4.0,41.0,26.0,7.0,37.0,30.0,1.0,12.0,2.0,5.0,18.0,9.0,,1.0,,
6i_RByAj7niYCSVubv1zlw,8.0,2.0,5.0,7.0,,8.0,2.0,1.0,,,,3.0,,,1.0,,
6lUf9Dk3w6FymyiU8VuDVA,13.0,5.0,8.0,2.0,,16.0,9.0,1.0,3.0,1.0,1.0,1.0,4.0,,,,
6lyATTyAjD45AM_bGiI2jQ,8.0,5.0,9.0,36.0,2.0,6.0,7.0,,10.0,,,13.0,3.0,,1.0,,
6pAhUnnmCxJ0YK3cAINRCA,9.0,4.0,1.0,22.0,2.0,10.0,5.0,1.0,1.0,,,6.0,1.0,,1.0,,
6qcpm02BhcspgZdmy3x0Bg,,,1.0,,,3.0,,1.0,,,,1.0,,,,,
6t-XDNLItJF3N7EvoZRUdg,,,,6.0,,8.0,1.0,,1.0,,4.0,4.0,,,,,
6tdvC8X75c8GnC8gxf870A,8.0,2.0,9.0,60.0,2.0,9.0,10.0,3.0,16.0,,,5.0,4.0,,1.0,,
6u-N2QYuBS9iVQ1XpwBUfg,21.0,5.0,34.0,20.0,3.0,26.0,15.0,,4.0,,2.0,9.0,,,2.0,,1.0
6uCcRqFET5kCO41lg-jDgg,40.0,23.0,25.0,60.0,4.0,14.0,22.0,2.0,4.0,4.0,1.0,11.0,5.0,,1.0,,
6uGOMYvXeGQWjc1Mqzbkuw,9.0,2.0,9.0,10.0,3.0,27.0,8.0,4.0,5.0,1.0,,6.0,2.0,1.0,1.0,,
6udk3QHxceTyyUnkaQAMPA,4.0,2.0,2.0,10.0,,9.0,4.0,1.0,5.0,1.0,,2.0,5.0,,2.0,,
70vdsYbr-BWUzak9RE3YOw,12.0,3.0,3.0,48.0,3.0,23.0,3.0,,8.0,,,9.0,1.0,,1.0,,
77OCLqNangVVY-GHXAE7ng,60.0,45.0,60.0,53.0,2.0,60.0,60.0,1.0,17.0,2.0,4.0,27.0,16.0,2.0,1.0,,
7DvS0zrxMkBMkLcu70Se0Q,14.0,5.0,8.0,53.0,1.0,15.0,11.0,3.0,8.0,,,7.0,3.0,,1.0,,
7HzuKqAJGZ-p9J_3PJHSFg,11.0,1.0,1.0,29.0,1.0,10.0,3.0,2.0,4.0,,,4.0,,,2.0,,
7JJwekNThsLUU4hV61HWsA,5.0,2.0,8.0,23.0,2.0,12.0,5.0,,9.0,,2.0,6.0,,,,,
7K2-H8JZf5QEHTFSxpYF1Q,5.0,1.0,14.0,,,20.0,15.0,,,1.0,4.0,,6.0,,,,
7LtmQ2FcZzb_NppPcVff9A,6.0,1.0,3.0,17.0,1.0,12.0,4.0,1.0,13.0,1.0,,12.0,1.0,,1.0,,
7MJA7UWgnYedsL2KPW5I3Q,20.0,5.0,34.0,16.0,3.0,28.0,15.0,,4.0,,2.0,12.0,,,2.0,,1.0
7Oi_8YdLTouxhKx3vBIR8A,5.0,,,11.0,,16.0,,,1.0,,,7.0,,,2.0,,
7Q2OnF2IQWR32G1qVYup3Q,11.0,3.0,1.0,18.0,1.0,8.0,4.0,5.0,6.0,,,1.0,4.0,,2.0,,
7RJceFhdPLCPaVyQ-zd7bw,,,,3.0,,5.0,2.0,,,,,3.0,,,,,
7RR8U04tYeksDvoXtUZ52w,15.0,14.0,3.0,28.0,,5.0,5.0,1.0,2.0,,,6.0,1.0,,,,
7Sj9ECR8E_gGQnRU36PceA,9.0,4.0,5.0,14.0,1.0,14.0,7.0,1.0,6.0,1.0,,11.0,1.0,,,,
7UjLhcAsQrHZn7Jn1BjutA,8.0,7.0,2.0,9.0,2.0,24.0,4.0,,,,,10.0,,,2.0,,
7W0C-YTI5oFYXMWrBBfmJA,17.0,8.0,16.0,26.0,,26.0,8.0,,11.0,3.0,,9.0,6.0,,,,1.0
7ay3hpJnIhwOG-kscq848A,22.0,10.0,17.0,39.0,,27.0,11.0,1.0,12.0,3.0,,9.0,6.0,,,,1.0
7e9oi3zq_6pP_LU9YPEXLg,8.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,5.0,2.0,1.0,11.0,1.0,,,,
7gD26xiXPXRu-UwmFqyY0g,12.0,7.0,7.0,49.0,,4.0,3.0,,15.0,1.0,,7.0,2.0,,1.0,,
7qZBxWisbeVI34gIeNpP1A,14.0,,8.0,7.0,2.0,17.0,8.0,4.0,4.0,,3.0,8.0,1.0,,,,
7r7xJ6SvYgK4BNYlpRXGLw,5.0,,1.0,4.0,,10.0,1.0,2.0,2.0,,,5.0,,,,,
7sZnRtSBZcrScdtE-gWyPw,9.0,2.0,3.0,6.0,1.0,10.0,6.0,1.0,3.0,1.0,1.0,7.0,,,,,
7u3i9-x49mVtNMg1skJ79g,8.0,1.0,7.0,16.0,,11.0,2.0,5.0,,,,4.0,,,1.0,,
7ucgnuHzo47seQnZlo-O5w,6.0,3.0,1.0,6.0,,,1.0,,,,,6.0,1.0,,1.0,,
7uuMgiDTpqnqXZXYIthPbA,5.0,3.0,3.0,14.0,,11.0,2.0,1.0,1.0,1.0,,8.0,1.0,,2.0,,
7vRPO5gjGp7LSQuSTQoqpA,8.0,1.0,3.0,5.0,1.0,10.0,3.0,,3.0,1.0,,6.0,2.0,,,,
7vqD5BCgVTDMQckCvugPfg,1.0,1.0,,15.0,3.0,12.0,5.0,1.0,,1.0,,5.0,2.0,,,,
7w0k3axNiveoGgyTMNE_zA,6.0,2.0,1.0,30.0,,5.0,5.0,1.0,6.0,,,5.0,1.0,,1.0,,
7w5btULb26b5-9gLSoL_UA,14.0,6.0,2.0,27.0,,5.0,7.0,,2.0,1.0,,3.0,3.0,,4.0,,
7zXUeaajaJt6kQXXbpm1YA,9.0,3.0,1.0,19.0,,9.0,6.0,,6.0,,,5.0,3.0,,,,
81kXeyBt1AKiJC_HITT9KA,48.0,46.0,36.0,21.0,1.0,54.0,45.0,1.0,10.0,,10.0,9.0,10.0,1.0,2.0,,
83nE-wxvQkKPWeeXS0_hWA,6.0,1.0,8.0,51.0,1.0,6.0,11.0,1.0,7.0,,,1.0,2.0,,1.0,,
856Y-Ld3A2aVdOk5nfX1zA,13.0,6.0,2.0,26.0,,4.0,7.0,,3.0,1.0,,1.0,3.0,,3.0,,
86xDJaGvLCfqG2u0_XNvYQ,4.0,2.0,3.0,9.0,1.0,3.0,2.0,,3.0,1.0,,1.0,1.0,,,,
89XegE-wxqpIGndpxnnxOQ,9.0,10.0,2.0,13.0,3.0,7.0,6.0,2.0,,,,4.0,3.0,,,,
8ADyD4soL4oH7ZV2HQuf8Q,9.0,1.0,11.0,16.0,5.0,17.0,9.0,2.0,9.0,2.0,8.0,8.0,1.0,,,,
8ARgCFLFK--uDOaEpFutPA,12.0,5.0,15.0,16.0,2.0,27.0,8.0,1.0,8.0,2.0,1.0,10.0,1.0,,,,
8D-prm6e4TJUF_iJGvu5Xw,3.0,1.0,,6.0,,10.0,,,,2.0,,4.0,1.0,,,,
8FvkhilPvNyyGNArx1A-Sw,4.0,,8.0,,,5.0,5.0,,,,1.0,3.0,4.0,,,,
8HJx2phM1dR3i308NH9C1w,3.0,2.0,1.0,10.0,,9.0,4.0,1.0,4.0,1.0,,2.0,5.0,,2.0,,
8MHf6HAzgHpY4EIEAagNDA,5.0,1.0,6.0,8.0,1.0,19.0,4.0,2.0,5.0,,,14.0,1.0,,,,
8MUD7bjr641TwS56SDk2vA,9.0,1.0,12.0,7.0,1.0,8.0,8.0,3.0,2.0,,3.0,9.0,1.0,,,,
8QbMICfwft4UaKf3yfXZKw,15.0,4.0,11.0,21.0,1.0,12.0,10.0,3.0,2.0,,,8.0,,,2.0,,
8Qzn5u9FotudVId86mu4vg,30.0,12.0,60.0,49.0,3.0,60.0,48.0,1.0,17.0,3.0,3.0,21.0,17.0,1.0,3.0,,
8YNbr5E8xTJsxUcKfaKR_Q,21.0,12.0,11.0,15.0,4.0,30.0,11.0,2.0,12.0,1.0,6.0,15.0,3.0,,,,
8YjvyCs9xPZZM1JYFCBFtQ,11.0,2.0,9.0,56.0,3.0,14.0,10.0,2.0,12.0,,,12.0,2.0,,,,
8aDkzc7pF1sog5btfm2_Rg,44.0,27.0,58.0,60.0,1.0,60.0,55.0,3.0,18.0,3.0,2.0,28.0,16.0,1.0,1.0,,
8efc5mYSXUk-GONWr1IScQ,21.0,3.0,8.0,15.0,2.0,17.0,5.0,,2.0,,2.0,4.0,4.0,1.0,1.0,,
8hP0k3V2Zkq2Ai7IwCPnOQ,4.0,,2.0,5.0,,18.0,2.0,2.0,2.0,,,6.0,,,,,
8iB_Z8IMjEgUTjWYxq7Zgw,12.0,8.0,3.0,16.0,3.0,16.0,8.0,,1.0,,,4.0,2.0,,3.0,,
8ieULXNYl54kurh7dmA3wg,3.0,,2.0,1.0,1.0,17.0,3.0,,,,,8.0,1.0,,,,
8nV1CTWTFJVoqXd4iNrtuQ,8.0,2.0,7.0,12.0,3.0,11.0,2.0,,2.0,,1.0,6.0,,,,,
8oWfmr1EqZm3cYZndczNNg,16.0,4.0,12.0,53.0,6.0,20.0,11.0,1.0,16.0,,2.0,8.0,2.0,,1.0,,
8q0v6iguW46m9pGm8-hlVQ,18.0,6.0,16.0,37.0,4.0,10.0,18.0,3.0,9.0,5.0,2.0,9.0,6.0,,3.0,,
8vU53zv6K77w3dKjE2n9Ig,9.0,,22.0,,,12.0,18.0,,,2.0,4.0,,6.0,,,,
8vZMixt8dttfid8b5NvTjw,9.0,2.0,1.0,4.0,,12.0,4.0,3.0,1.0,,,5.0,1.0,,1.0,,
8z1M_mFdemulcSZ0Kf1Csw,38.0,23.0,35.0,60.0,4.0,16.0,26.0,3.0,6.0,3.0,1.0,10.0,6.0,,1.0,,
927oLZexkFx2laA68TraBQ,7.0,4.0,6.0,23.0,1.0,16.0,8.0,,5.0,1.0,,6.0,1.0,,2.0,,
968e6d9QUE2TsgP4WcaGVw,1.0,,,7.0,,9.0,1.0,1.0,,,,1.0,,,1.0,,
983q0UODra5chM3C7_WI_g,10.0,6.0,7.0,43.0,,9.0,2.0,3.0,6.0,1.0,,11.0,4.0,,1.0,,
9AakKCAbynahdzby2mfRSQ,11.0,4.0,6.0,18.0,,9.0,2.0,1.0,8.0,,,4.0,,,,,
9Ad7ZN8ihLErTmOBbLquaA,9.0,8.0,6.0,45.0,1.0,6.0,4.0,3.0,8.0,,1.0,3.0,1.0,,1.0,,
9CB86CmH1IK4O2vv0Mokbw,10.0,3.0,9.0,56.0,,6.0,8.0,2.0,13.0,,,6.0,3.0,,,,
9G6p_ljSV5VbeTNhMd9icA,8.0,,4.0,12.0,,,3.0,2.0,6.0,1.0,,,6.0,,1.0,,
9HAA7svqYpSWfz_MH5cDsQ,14.0,4.0,8.0,20.0,1.0,16.0,5.0,1.0,15.0,,,16.0,1.0,,1.0,,
9Hmg7aO2SVZyPimXWqCt9g,11.0,5.0,2.0,14.0,,11.0,2.0,1.0,1.0,1.0,,10.0,1.0,,2.0,,
9OZal_VJOfcpXlRr9s_YOQ,12.0,,9.0,10.0,1.0,17.0,,,1.0,,,1.0,,,1.0,,
9SKKUyHbhKW8cUTKpe94uA,6.0,,3.0,11.0,2.0,11.0,2.0,2.0,3.0,,,4.0,,,,,
9Smq4ccR-6jTZItEmeG6mg,1.0,,4.0,4.0,,2.0,,1.0,2.0,,,1.0,,,,,
9Z2_qrpM846ZZnaj3YlG-g,3.0,1.0,2.0,1.0,2.0,9.0,4.0,,4.0,,1.0,1.0,1.0,,1.0,,
9ZpJSA9mGa86dEC97anOLg,1.0,1.0,,5.0,1.0,7.0,2.0,,,,,,2.0,,3.0,,
9_e1NC5WJp06CD7glyeEKQ,15.0,1.0,24.0,36.0,3.0,20.0,13.0,4.0,6.0,1.0,5.0,16.0,5.0,,2.0,,
9ae3kb6ARyagx2Dr96vupA,8.0,3.0,17.0,9.0,2.0,19.0,6.0,1.0,12.0,1.0,1.0,11.0,,,,,
9fLQbD_4HfyKxu2XyN7osw,5.0,2.0,7.0,7.0,2.0,10.0,14.0,,1.0,2.0,,,10.0,,,,
9fPOWsB4FnlwAKP1-VUSRA,9.0,2.0,2.0,60.0,1.0,15.0,4.0,2.0,13.0,4.0,,11.0,2.0,,1.0,,
9i-OwyMChcKnGWxyb3pOxQ,2.0,,1.0,8.0,,6.0,,,2.0,,,2.0,2.0,,,,
9ms39Rij5JQs2-6f8eWBrg,7.0,3.0,9.0,8.0,1.0,16.0,5.0,1.0,3.0,,,9.0,2.0,,1.0,,
9q3476TWJZlI3AmiDx4tKg,4.0,3.0,3.0,29.0,5.0,5.0,4.0,,1.0,,1.0,4.0,,,,,
9seQUx1EqpWjvsVXOLlEng,13.0,3.0,7.0,15.0,1.0,19.0,6.0,3.0,3.0,,,3.0,2.0,,,,
9uphDUTFfl9-n1KwSy2UNA,9.0,1.0,15.0,30.0,1.0,18.0,7.0,3.0,5.0,1.0,,10.0,,,2.0,,
9xX1lTJ9c92Zfxg6WjvmwA,10.0,4.0,7.0,20.0,1.0,13.0,7.0,1.0,3.0,1.0,,,4.0,,,,
9xyjvSkidMTngtyZ6-Upaw,,,3.0,23.0,,11.0,7.0,,4.0,,1.0,,2.0,,,,
9yHmdgIOZsIDuaJvXOoXyw,8.0,1.0,3.0,6.0,,7.0,4.0,2.0,,,,4.0,5.0,,1.0,,
9yIoy3PUasr41WJ8GrabHw,6.0,,1.0,9.0,1.0,10.0,5.0,1.0,2.0,,,4.0,,,,,
A96U9k0Kkm2C1WxX-nPXLg,1.0,,,1.0,,4.0,,1.0,1.0,,,,,,,,
AACrfqct8V20F9G2smpAFg,13.0,7.0,5.0,36.0,,10.0,8.0,3.0,4.0,1.0,,15.0,,,1.0,,
ACkNtK5sBRA6C-Hgsqv_9Q,7.0,2.0,5.0,53.0,2.0,7.0,5.0,,6.0,3.0,,11.0,2.0,,1.0,,
AEv5LTvg1FbGTsnPv486_Q,34.0,23.0,25.0,60.0,3.0,13.0,19.0,2.0,4.0,3.0,,9.0,5.0,,1.0,,
AIhWsp8yNfKZfaX9d9Yajg,,,,5.0,,14.0,2.0,,,1.0,1.0,6.0,,,,,
AMiUog-9o-qT-uNWfTwuLg,35.0,21.0,30.0,60.0,4.0,12.0,37.0,2.0,9.0,4.0,1.0,10.0,6.0,,1.0,,
AN2NlhwP_4SAr1-ELrgpHg,12.0,6.0,7.0,47.0,,10.0,4.0,3.0,6.0,3.0,,12.0,4.0,,1.0,,
ANZsUNfWjHh_ulR3NhK-cA,10.0,5.0,3.0,48.0,,7.0,13.0,2.0,9.0,,,4.0,4.0,,,,
ANoWhBWNVDy_syuwZqh2BA,15.0,5.0,7.0,15.0,,10.0,4.0,1.0,6.0,,,6.0,,,1.0,,
AO6d5so446e4xSbL_yHuxA,29.0,20.0,10.0,52.0,3.0,26.0,17.0,,13.0,3.0,,15.0,3.0,,,,
APB7FhTPxh4nZHHxkaABfA,8.0,5.0,17.0,16.0,4.0,24.0,8.0,,10.0,2.0,1.0,9.0,2.0,,,,
ATBCn9WNmSbjq1GtonS2gg,8.0,1.0,,5.0,1.0,15.0,4.0,1.0,2.0,,,11.0,,,,,
AUgdR0c-VASGBmufylk4VA,15.0,5.0,4.0,17.0,,8.0,2.0,1.0,2.0,,,6.0,2.0,,3.0,,
AVFTp6hgBBWa18Uoj5hMyg,5.0,1.0,6.0,4.0,,13.0,4.0,,,1.0,,4.0,5.0,,,,
AXVMySlI3W6q1a2dN_w46Q,9.0,1.0,9.0,7.0,,5.0,7.0,1.0,,,2.0,,,,,,
AYYcyGudbW8ioMj9fL6bBA,8.0,1.0,8.0,37.0,2.0,10.0,6.0,3.0,11.0,,,3.0,3.0,,1.0,,
AZyLsJTbviqWYOOXnUKFqA,3.0,,10.0,3.0,,10.0,8.0,1.0,7.0,,5.0,5.0,2.0,,1.0,,
AahKv80rxhyhLtbx5OMn3A,7.0,4.0,6.0,23.0,1.0,17.0,8.0,,5.0,1.0,,7.0,1.0,,2.0,,
AbBPE_aXjKEjC984_ixWhQ,11.0,1.0,4.0,22.0,,,1.0,3.0,2.0,,1.0,4.0,3.0,,1.0,,
AfO9XqF6VOf0Mz-hYTpgtQ,6.0,2.0,7.0,15.0,,10.0,9.0,,1.0,1.0,,1.0,7.0,,1.0,,
AhKgRfkj6VsMLJg8xrWGBg,3.0,1.0,2.0,4.0,,,,,1.0,,,3.0,1.0,,,,
Ai2Sxk3NGbY2YKwN_swwYA,18.0,10.0,5.0,27.0,3.0,8.0,6.0,,9.0,4.0,3.0,15.0,,,1.0,,
AluwUDUau6vyEIoK-b4rfg,5.0,,2.0,4.0,,11.0,1.0,1.0,2.0,,,4.0,,,,,
AmtMwS2wCbr3l-_S0d9AoQ,11.0,6.0,,17.0,1.0,13.0,5.0,2.0,,,,5.0,2.0,,,,
ApNYvuRIHRd5TQsp7Cq6Zg,40.0,23.0,25.0,60.0,4.0,14.0,22.0,2.0,4.0,4.0,1.0,11.0,5.0,,1.0,,
AswqA-bqhNJWge_gU_S5eQ,8.0,,10.0,59.0,4.0,18.0,4.0,,9.0,,,10.0,2.0,,,,
AtDxHLCKHLqaQqP20qOfVw,5.0,1.0,1.0,9.0,,12.0,1.0,4.0,,,3.0,1.0,,,1.0,,
Av98IuqKzzsUGA7RDic2PQ,15.0,3.0,2.0,27.0,1.0,15.0,4.0,1.0,6.0,,2.0,7.0,2.0,,,,
AwV4gD_ObE96Kc-ngIza6Q,12.0,10.0,3.0,32.0,2.0,7.0,5.0,,4.0,,,5.0,1.0,,3.0,,
Az942OxyesRHjxecQadzqQ,8.0,2.0,5.0,29.0,,9.0,5.0,,12.0,,,11.0,2.0,,2.0,,
B-JY4uOniEo9WHbz1i8mig,6.0,,7.0,28.0,,11.0,12.0,,16.0,1.0,3.0,5.0,1.0,,,,
B57MEeC3qT_cg72FTrNUOQ,5.0,3.0,1.0,17.0,1.0,12.0,2.0,,1.0,,,10.0,,,1.0,,
B7HvXDRVFTRs8uBmelztpg,17.0,4.0,33.0,22.0,3.0,20.0,12.0,2.0,4.0,,2.0,8.0,1.0,,2.0,,1.0
BAnC30_CaFiBOd6Fv9KgBg,14.0,4.0,7.0,17.0,2.0,8.0,8.0,2.0,6.0,2.0,1.0,6.0,1.0,,1.0,,
BCxyW-Umig6bimtdC0oShA,15.0,5.0,3.0,16.0,1.0,8.0,2.0,1.0,1.0,,,6.0,2.0,,3.0,,
BFWhbX6dPxKXRnXoz8MSyQ,8.0,7.0,3.0,5.0,,4.0,2.0,,3.0,,1.0,1.0,,,,,
BGNa99axqMXvCM5bFEJbig,11.0,2.0,16.0,22.0,,18.0,8.0,2.0,9.0,1.0,1.0,6.0,3.0,,1.0,,
BKBBsH5_eyH9UnUN9t3QFQ,9.0,3.0,10.0,19.0,,1.0,7.0,1.0,5.0,2.0,,2.0,8.0,,1.0,,
BP6Ns5d3jyans043uzciLg,3.0,2.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,,3.0,,1.0,,
BPgbSNw9tPUSaZpuhjVgfA,19.0,4.0,23.0,60.0,7.0,35.0,25.0,,14.0,2.0,1.0,15.0,9.0,,,,
BRmZGc_0QFZKy_8287c7zA,18.0,7.0,7.0,18.0,4.0,23.0,9.0,2.0,1.0,1.0,3.0,6.0,8.0,1.0,,,
BSuQI44gJqNbKXjjN7hK6w,11.0,4.0,10.0,8.0,2.0,11.0,6.0,1.0,3.0,2.0,,5.0,8.0,,,,
BV1cf0RibyZGlrBErBDqGQ,8.0,10.0,8.0,1.0,1.0,13.0,5.0,,4.0,3.0,1.0,1.0,7.0,,,,
BWd06JUkb2qJLn-HH3_phQ,1.0,,1.0,4.0,,8.0,,3.0,1.0,,,5.0,1.0,,,,
BaxDubBDDWGtcMr4EHT8aQ,16.0,3.0,9.0,60.0,1.0,18.0,12.0,4.0,8.0,,,6.0,3.0,,1.0,,
BbIDkONhrXwGynZKl_kHbw,16.0,7.0,11.0,48.0,2.0,18.0,8.0,6.0,14.0,1.0,,16.0,4.0,,,,
BdpybDHDsmfZKpmZ-pmhhw,15.0,7.0,16.0,60.0,,13.0,10.0,2.0,18.0,,,7.0,4.0,,2.0,,
BfMt3qSm2uXVJ1lDtLtM1Q,8.0,2.0,5.0,12.0,,6.0,5.0,3.0,3.0,,,5.0,,,3.0,,
BgoMiHPuZT5etKOuOKCG-w,6.0,4.0,6.0,23.0,2.0,15.0,8.0,,5.0,1.0,,8.0,1.0,,2.0,,
Bjkw0oRy1STaCJmv5EZ0Mw,5.0,,7.0,9.0,3.0,11.0,9.0,,8.0,,,7.0,1.0,,1.0,,
BkbxnRNmQi6j0-_COI-LCg,13.0,7.0,2.0,14.0,1.0,19.0,6.0,,5.0,,3.0,12.0,1.0,,2.0,,
BoBQ3FQq1SvKibpA88T0pA,7.0,,2.0,5.0,,,6.0,4.0,1.0,,,4.0,3.0,,,,
BoMtVSMcORHzrXB-IVW7AQ,,1.0,,3.0,,12.0,,1.0,,,,6.0,,,,,
BvqXdJ4iadG5BfMWExX5dw,23.0,25.0,10.0,60.0,3.0,27.0,20.0,,13.0,3.0,,13.0,6.0,,2.0,,
BxEQju8xujq_XCyNih6H4g,17.0,17.0,10.0,60.0,2.0,18.0,14.0,1.0,9.0,1.0,,12.0,4.0,,2.0,,
BzYlcWE8hyO7jSIjdSypgg,18.0,8.0,10.0,27.0,2.0,15.0,11.0,1.0,8.0,1.0,,7.0,3.0,,1.0,,
