yelp_id,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,train_station
h7OHsyPpUFz9V7oiQWKFnQ,19.0,10.0,7.0,23.0,1.0,22.0,8.0,1.0,2.0,,,15.0,1.0,,2.0,
hHVq3NS0ZW9G-ZcLurvUJQ,39.0,19.0,40.0,45.0,6.0,21.0,54.0,1.0,14.0,3.0,2.0,37.0,5.0,3.0,2.0,1.0
hewGudgB-tUk2ADWsUIHlg,10.0,6.0,5.0,6.0,,2.0,3.0,1.0,6.0,1.0,,1.0,3.0,,,
jXPU_jCpEQ3Ni8MHqRs1Wg,7.0,3.0,4.0,7.0,1.0,9.0,3.0,1.0,7.0,1.0,1.0,7.0,,,,1.0
jhFi0oxdyiyCYK7i-CW59A,60.0,45.0,43.0,42.0,8.0,19.0,59.0,2.0,18.0,3.0,7.0,54.0,7.0,4.0,1.0,
kF_0OkW9sTQQNIwQfbDE3Q,21.0,5.0,8.0,13.0,,20.0,10.0,2.0,,,,11.0,2.0,,2.0,1.0
kLr68qdt6nutZCuCMz5mDg,8.0,2.0,9.0,8.0,,33.0,6.0,3.0,7.0,,,19.0,1.0,,,
kP1b-7BO_VhWk_0tvuA_tw,30.0,12.0,60.0,28.0,3.0,14.0,28.0,1.0,12.0,,9.0,13.0,7.0,1.0,1.0,
knIq-vPHJGFC0UzAtIFESw,6.0,2.0,7.0,11.0,1.0,6.0,4.0,,3.0,,1.0,12.0,,,,
l6Ye6vPB6ZPZbxVxMMgvPQ,9.0,3.0,5.0,7.0,,16.0,4.0,1.0,2.0,,,2.0,1.0,,2.0,1.0
l7iATT41a30rJDp5U_EmQg,7.0,4.0,2.0,25.0,2.0,23.0,3.0,1.0,3.0,,,6.0,,,,2.0
lE9lGJMmsjwW8XgPOV-Wlw,3.0,,2.0,,1.0,14.0,1.0,,2.0,,,,,,,
lIDR_8ZuG7WvAaXaavreGg,5.0,3.0,4.0,14.0,,22.0,1.0,2.0,,,,4.0,1.0,,2.0,
lLPXuKq9jRU06teLRtUjpA,8.0,3.0,4.0,12.0,,7.0,5.0,2.0,2.0,,,7.0,,1.0,1.0,
lX2o7nBmXkTJiojIqVO6PQ,3.0,,1.0,1.0,,5.0,,,,,,16.0,,,1.0,
llMSRtQledMr2T9Qbm9VIQ,10.0,4.0,10.0,8.0,4.0,14.0,3.0,1.0,6.0,,3.0,9.0,1.0,,2.0,
loRoCo53b30zgHZ_mIMatQ,5.0,,7.0,4.0,,15.0,4.0,1.0,5.0,,1.0,3.0,,1.0,,
luDal00Gw3r-1KjI1454ZA,3.0,2.0,2.0,2.0,,,,,3.0,,,,1.0,,1.0,
m2CNfH6HiwqgAW8JiFbqZQ,3.0,1.0,6.0,13.0,1.0,15.0,4.0,4.0,2.0,,1.0,5.0,,,,
m5jCNOs6QG75lkzLhMMryA,28.0,12.0,56.0,26.0,3.0,14.0,27.0,1.0,10.0,,9.0,11.0,7.0,1.0,1.0,
mI7qw74vuPgf4LJWH3M2oA,60.0,60.0,60.0,25.0,5.0,21.0,55.0,1.0,15.0,2.0,13.0,22.0,8.0,2.0,,
mIZTif2mj2-CozNOOTFFpg,3.0,,2.0,3.0,1.0,15.0,4.0,3.0,1.0,,1.0,5.0,,,,
mP1EdIafQKMuOm9O4PzAfA,20.0,11.0,31.0,18.0,3.0,32.0,12.0,,7.0,1.0,1.0,18.0,2.0,,4.0,
mTyK9-_6CYY6XYAG56c68Q,60.0,50.0,41.0,27.0,7.0,22.0,55.0,1.0,20.0,1.0,13.0,48.0,7.0,5.0,2.0,
meznC0oLcwFAeD_3AIyLRw,8.0,4.0,9.0,4.0,,13.0,6.0,1.0,3.0,,3.0,10.0,1.0,,1.0,
mlUbNTKVrPc4UbesjY7mbQ,11.0,5.0,6.0,10.0,3.0,19.0,5.0,3.0,7.0,,4.0,13.0,,,2.0,
mxjVk5rvPNhzYe_vt3OSQA,17.0,9.0,29.0,21.0,4.0,32.0,11.0,,9.0,1.0,1.0,17.0,1.0,,4.0,
nBG0C0J7bnBnUMB39F5O-A,10.0,4.0,8.0,18.0,,2.0,9.0,,6.0,,6.0,8.0,1.0,1.0,,
ndO6w5EoVZI1-e_Adl-ltw,35.0,12.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,
nlZghMJ6hcu_b7gzwzYdxQ,3.0,2.0,2.0,1.0,,7.0,2.0,2.0,,,,1.0,,,,
nlnWODemnfzut10tzC5x3A,36.0,25.0,34.0,60.0,3.0,25.0,32.0,,34.0,,2.0,27.0,12.0,1.0,,1.0
nq902iEwTCZv-EzZV2wHQA,17.0,9.0,14.0,13.0,3.0,19.0,10.0,,5.0,2.0,1.0,10.0,1.0,1.0,,
oz882XuZCxajKo64Opgq_Q,20.0,14.0,41.0,11.0,1.0,17.0,25.0,,9.0,1.0,7.0,8.0,2.0,,,
p8ohzzGvGRCHnJKnyO7exA,18.0,4.0,26.0,11.0,3.0,16.0,8.0,2.0,8.0,,1.0,20.0,,,,1.0
pOEHpNa4B6oesmr5ltiv8A,36.0,13.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,
pUyPajqPzuN-hdQXW6T3dg,4.0,1.0,1.0,7.0,,10.0,2.0,3.0,1.0,,,4.0,,,,
pW-9K9V5KQWxd-teAtcjlQ,39.0,17.0,60.0,30.0,3.0,16.0,35.0,,14.0,,9.0,14.0,7.0,1.0,1.0,
paMwLc8H3QUaGTkBteUT9g,19.0,6.0,33.0,22.0,3.0,7.0,15.0,1.0,9.0,,6.0,11.0,4.0,,,
poswq7BdLM9Iryd9palDVQ,10.0,2.0,11.0,24.0,,25.0,15.0,4.0,3.0,,4.0,16.0,,1.0,2.0,
psmBt1lYNosvPbzlSbmJFA,4.0,2.0,1.0,2.0,,8.0,5.0,3.0,1.0,,,15.0,,,2.0,
pvlM--HZY1a8SqMXiwEz1A,22.0,11.0,24.0,11.0,8.0,20.0,27.0,,10.0,1.0,2.0,41.0,3.0,1.0,,
q5HPp961WsjoVDaOmN8SwQ,18.0,9.0,20.0,19.0,1.0,24.0,19.0,,9.0,,5.0,13.0,7.0,1.0,2.0,1.0
qEZA-Vx-K3Snyn-tkQ3IJg,5.0,1.0,5.0,11.0,,4.0,8.0,4.0,,,,2.0,4.0,,,
qVNYCZi2ofv-oe293JsYkg,7.0,3.0,8.0,19.0,,2.0,9.0,,5.0,,7.0,8.0,1.0,1.0,,
qVoaL553iwP7fpt0Xr4Bdg,9.0,4.0,9.0,3.0,3.0,,5.0,1.0,5.0,2.0,,2.0,2.0,,1.0,
qbeheL7TS1oJMlUnJo1aPQ,9.0,5.0,3.0,5.0,2.0,6.0,4.0,1.0,3.0,,,4.0,,,,1.0
qpg8rxHXMDl8FKLxdxdl3A,60.0,52.0,60.0,35.0,7.0,23.0,60.0,1.0,16.0,2.0,15.0,35.0,10.0,4.0,1.0,
rK-fgI2_-x0T4lxwF9L4Ww,6.0,2.0,7.0,10.0,1.0,8.0,5.0,,3.0,,1.0,15.0,,,1.0,
rpIRK9g0uM7Mao5jB39m3w,18.0,3.0,7.0,7.0,3.0,11.0,20.0,1.0,2.0,,3.0,22.0,,1.0,2.0,
sRNcBkZrs2bOrijfElHVyQ,11.0,4.0,8.0,15.0,,2.0,8.0,,6.0,,8.0,9.0,1.0,1.0,,
sUmsVV0RPP3Wx6MbWZKyIw,9.0,1.0,9.0,,9.0,8.0,10.0,,1.0,,,,2.0,,,
sYhfhua7GWiGLQkIUP_TWQ,2.0,1.0,9.0,2.0,,5.0,6.0,,6.0,1.0,,1.0,5.0,1.0,1.0,
tC7u1XLE6kK31L809NfyUQ,2.0,,1.0,1.0,,8.0,3.0,2.0,,,,1.0,,,,
tFjWlJCDpANBRAPSMc5Cew,11.0,5.0,18.0,3.0,3.0,15.0,18.0,,6.0,1.0,4.0,3.0,2.0,1.0,,1.0
tPY0JQVfAVEvVeDauJKEHg,20.0,10.0,8.0,24.0,1.0,22.0,10.0,1.0,2.0,,,15.0,1.0,1.0,2.0,1.0
tW09hLpf18PYJxNAvNoCqA,40.0,16.0,60.0,30.0,3.0,17.0,35.0,,16.0,,7.0,16.0,8.0,1.0,1.0,
tox6xX92Lws6IwFvVD8puQ,4.0,,4.0,1.0,,6.0,2.0,1.0,1.0,,,1.0,2.0,,,
tqq3nQ9Gg0sNNrlndZlSHw,1.0,1.0,9.0,2.0,,5.0,6.0,,4.0,1.0,,1.0,5.0,1.0,1.0,
ttbt7fmqbU4YdT1jPXiBwg,,,1.0,,,7.0,,,,,,5.0,,,,
tyVAy-kkpui3p7zxxZok7g,60.0,52.0,48.0,58.0,10.0,21.0,60.0,2.0,22.0,4.0,6.0,53.0,7.0,3.0,3.0,
u0CvoJ_bAx5SCSiI_meUOQ,4.0,2.0,3.0,7.0,,14.0,3.0,,1.0,,,9.0,,,1.0,
u4dXemPMSM8TeDPmodFc2A,3.0,,4.0,,2.0,24.0,3.0,,2.0,,,12.0,,,1.0,
u51e3gychuqBYNqe2xG6_w,45.0,29.0,36.0,60.0,4.0,16.0,33.0,,30.0,,2.0,31.0,13.0,1.0,,1.0
uBXOc3uxpCSmd22P6LOeew,27.0,12.0,55.0,23.0,3.0,12.0,24.0,1.0,10.0,,6.0,11.0,7.0,2.0,1.0,
uCJqYrBSITSrJBHyMPznwg,60.0,39.0,60.0,33.0,6.0,22.0,52.0,,17.0,,13.0,39.0,8.0,5.0,1.0,
uCN25MmdW27fZ2UJQ-tU4Q,,,,2.0,,24.0,1.0,1.0,3.0,,1.0,3.0,,,,
uMZoY7AyG08rnN-YiQN7fA,28.0,15.0,43.0,38.0,3.0,23.0,23.0,,21.0,2.0,4.0,32.0,7.0,1.0,,
uSM_sCp22BJWeatTDl6ODA,21.0,11.0,20.0,9.0,8.0,16.0,24.0,,10.0,1.0,,37.0,3.0,1.0,,
uXOVFQraz1va1TrtgiqYTg,30.0,12.0,58.0,28.0,3.0,14.0,28.0,1.0,12.0,,9.0,12.0,7.0,1.0,1.0,
uYqizPy4eUSpwOha0RkVPg,59.0,37.0,38.0,25.0,7.0,17.0,51.0,1.0,17.0,,13.0,49.0,7.0,5.0,1.0,
vCaaXCYqpBsxJy2kBR67IA,40.0,25.0,36.0,60.0,3.0,29.0,27.0,,33.0,1.0,2.0,33.0,12.0,1.0,,1.0
vPXrpTMN3Z4IjcX4ZbrlJQ,4.0,,4.0,2.0,,10.0,1.0,2.0,,,,2.0,,,,
vQNe7TD_QDpGtGbkaAqi8Q,36.0,13.0,60.0,29.0,3.0,17.0,34.0,1.0,14.0,,8.0,13.0,7.0,1.0,1.0,
vUpbLwBKL1YiOreQ7p6Vfw,1.0,,,,,8.0,,,,,,,,,,
vVF-M6yj3uUljHFZ_WXeiw,18.0,4.0,11.0,21.0,,12.0,10.0,1.0,12.0,,,11.0,,,1.0,
vcqSLjbljnkTqXKOgi9q1Q,10.0,2.0,1.0,5.0,,16.0,3.0,7.0,2.0,,,7.0,1.0,,,
vxkOVmhReRa4XYfAT1hMxA,43.0,17.0,60.0,31.0,3.0,16.0,37.0,,13.0,,10.0,16.0,7.0,2.0,1.0,
vyE6uuzEcB8vl11skeofrQ,3.0,1.0,4.0,6.0,,17.0,2.0,1.0,4.0,,1.0,10.0,,,,
wITbeprsnf9wt1CYHIf4Dw,4.0,2.0,4.0,8.0,,3.0,2.0,1.0,6.0,,,1.0,4.0,,1.0,
wOw3Hb1ImlNBc0-eI13Dhw,6.0,1.0,1.0,,,10.0,4.0,,1.0,,,11.0,,,3.0,
wVHoVfbaIPvlP1sCzOuaZg,32.0,12.0,57.0,28.0,3.0,17.0,28.0,1.0,15.0,,6.0,13.0,6.0,1.0,1.0,
wdKi_CGVXIgdah5kaUsZKA,60.0,27.0,60.0,32.0,3.0,18.0,42.0,,12.0,,12.0,18.0,8.0,4.0,1.0,
whrxNVNwY3BLb2SYPWsX0A,15.0,5.0,2.0,17.0,1.0,15.0,4.0,5.0,7.0,,,10.0,1.0,,1.0,
wt-fwK_Y4WmJ0HBui4EsIQ,9.0,2.0,2.0,8.0,,23.0,4.0,2.0,5.0,,1.0,9.0,,,,
wuiDoeKWClLrr2g2LSXA8w,2.0,,3.0,1.0,,8.0,,,1.0,,2.0,2.0,,,,
x2C2q4DtrAWAIS6ZyJZjuA,9.0,3.0,1.0,9.0,,20.0,4.0,3.0,1.0,,,4.0,1.0,,,
xCKxmjueOoS5NBrOHuJ5Lg,4.0,2.0,,5.0,,,2.0,1.0,,,,1.0,,,,
xXj6XsEvpRJ0hMHAh9N02A,7.0,2.0,12.0,10.0,1.0,34.0,9.0,,6.0,,2.0,15.0,1.0,,,
xZ22_0eJOgaiKqIhoSHrPw,60.0,60.0,60.0,38.0,7.0,24.0,59.0,1.0,21.0,2.0,16.0,33.0,10.0,3.0,,
y2w6rFaO0XEiG5mFfOsiFA,54.0,23.0,60.0,30.0,3.0,15.0,42.0,,15.0,,10.0,19.0,8.0,1.0,1.0,
yQL8SrSETbbCI1U5esVJQw,4.0,1.0,4.0,7.0,,17.0,5.0,4.0,,,,5.0,1.0,,,
yoem-KW_Jln0LqsdLwLeUQ,23.0,11.0,20.0,15.0,8.0,21.0,28.0,,12.0,2.0,3.0,41.0,3.0,1.0,1.0,
zL2-u9LuxmPzC9d5qnTkvQ,7.0,2.0,12.0,10.0,1.0,34.0,8.0,,6.0,,2.0,14.0,1.0,,,
zSP2I7sQR3rWQUdo4LBNVQ,8.0,4.0,5.0,17.0,2.0,6.0,6.0,4.0,5.0,1.0,1.0,5.0,3.0,,,
zZ7roMv_c8R4slTMPPdkng,28.0,16.0,36.0,12.0,3.0,30.0,17.0,,12.0,1.0,1.0,18.0,6.0,1.0,1.0,1.0
zkUgoHp4cyCpOyrJKofX6A,13.0,4.0,6.0,12.0,5.0,19.0,8.0,3.0,6.0,,1.0,16.0,2.0,1.0,,1.0
zmZ3HkVCeZPBefJJxzdJ7A,18.0,3.0,15.0,17.0,,15.0,10.0,1.0,10.0,,,10.0,,,2.0,
zrCMsPgOciEc5wNbCpLI3Q,14.0,8.0,12.0,20.0,3.0,23.0,9.0,,4.0,1.0,1.0,14.0,4.0,2.0,1.0,1.0
zvKfCAOBzVcxc1HLpoIY8A,8.0,3.0,3.0,7.0,,9.0,3.0,1.0,3.0,1.0,2.0,9.0,,1.0,,
